propertyType,price,area,province,district,municipality,wardNo,bhk,furnished,parking,roadAccess,roomType,wifi,floorNumber,meetingRoom,propertyAgeYears
room,38228,849.94,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,8,0,semi-furnished,False,20,studio,True,3,False,9
land,37262102,1694.88,Gandaki,Kaski,Pokhara Metropolitan City,22,0,,False,20,,False,0,False,0
home,19614514,1324.21,Bagmati,Kathmandu,Kathmandu Metropolitan City,13,4,fully-furnished,True,25,,False,2,False,15
home,39425495,4732.62,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,28,4,unfurnished,True,30,,False,1,False,22
office,57387,1222.61,Bagmati,Bhaktapur,Bhaktapur Municipality,31,0,unfurnished,False,10,,False,6,True,20
land,30420259,3673.49,Bagmati,Bhaktapur,Bhaktapur Municipality,29,0,,False,13,,False,0,False,0
room,41545,534.37,Gandaki,Kaski,Pokhara Metropolitan City,15,0,fully-furnished,True,13,studio,False,2,False,9
office,82808,711.83,Bagmati,Chitwan,Bharatpur Metropolitan City,32,0,semi-furnished,False,10,,False,7,True,19
home,45574100,1373.52,Gandaki,Kaski,Pokhara Metropolitan City,26,5,semi-furnished,False,25,,False,4,False,16
land,10527301,3664.82,Koshi,Morang,Biratnagar Metropolitan City,2,0,,False,0,,False,0,False,0
room,9111,305.09,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,31,1,unfurnished,False,10,single,True,5,False,19
room,27320,253.18,Koshi,Jhapa,Birtamode Municipality,19,2,semi-furnished,False,20,2bhk,False,5,False,11
home,37902019,4260.32,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,24,3,unfurnished,False,30,,False,2,False,33
land,32602215,1316.87,Bagmati,Lalitpur,Lalitpur Metropolitan City,12,0,,False,25,,False,0,False,0
land,39268845,1986.73,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,9,0,,False,10,,False,0,False,0
land,25022860,761.87,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,30,0,,False,30,,False,0,False,0
room,14480,932.9,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,17,1,fully-furnished,False,16,double,False,5,False,3
home,19087495,3480.42,Bagmati,Lalitpur,Lalitpur Metropolitan City,14,5,unfurnished,False,30,,False,4,False,34
land,35996361,3321.94,Bagmati,Lalitpur,Lalitpur Metropolitan City,16,0,,False,30,,False,0,False,0
land,25586116,4764.62,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,18,0,,False,20,,False,0,False,0
land,32883234,4283.6,Bagmati,Kathmandu,Kathmandu Metropolitan City,11,0,,False,16,,False,0,False,0
room,35867,233.03,Bagmati,Kathmandu,Kathmandu Metropolitan City,21,2,unfurnished,True,10,shared,True,3,False,23
land,3797839,4833.09,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,30,0,,False,30,,False,0,False,0
home,6340512,3628.01,Koshi,Morang,Biratnagar Metropolitan City,9,1,fully-furnished,True,30,,False,1,False,0
home,48373687,2090.97,Gandaki,Kaski,Pokhara Metropolitan City,31,3,semi-furnished,True,10,,False,4,False,2
room,16062,870.03,Bagmati,Kathmandu,Kathmandu Metropolitan City,7,0,semi-furnished,False,0,double,False,2,False,22
home,28035186,1092.65,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,26,5,semi-furnished,True,16,,False,4,False,8
land,37202502,3667.89,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,14,0,,False,25,,False,0,False,0
home,46519043,2283.57,Koshi,Jhapa,Birtamode Municipality,14,1,unfurnished,True,25,,False,3,False,34
office,145255,2023.57,Koshi,Morang,Biratnagar Metropolitan City,6,0,semi-furnished,False,25,,False,4,True,21
office,94461,3048.48,Koshi,Jhapa,Birtamode Municipality,16,0,fully-furnished,False,13,,False,2,True,24
home,46167551,4817.38,Bagmati,Chitwan,Bharatpur Metropolitan City,26,1,unfurnished,True,30,,False,2,False,30
home,15630577,918.33,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,30,5,unfurnished,False,30,,False,4,False,26
room,42159,365.49,Bagmati,Kathmandu,Kathmandu Metropolitan City,16,0,semi-furnished,False,13,single,False,1,False,1
office,46835,3282.65,Bagmati,Lalitpur,Lalitpur Metropolitan City,21,0,semi-furnished,False,16,,False,5,True,23
land,39699350,3577.9,Bagmati,Lalitpur,Lalitpur Metropolitan City,13,0,,False,0,,False,0,False,0
office,38705,338.88,Bagmati,Bhaktapur,Bhaktapur Municipality,14,0,semi-furnished,False,10,,False,7,True,32
room,37706,708.79,Bagmati,Lalitpur,Lalitpur Metropolitan City,17,0,unfurnished,True,20,shared,True,1,False,18
land,20456876,2829.78,Koshi,Jhapa,Birtamode Municipality,27,0,,False,25,,False,0,False,0
home,23671002,2923.76,Bagmati,Kathmandu,Kathmandu Metropolitan City,12,5,unfurnished,False,30,,False,3,False,20
land,25055413,4273.98,Koshi,Morang,Biratnagar Metropolitan City,16,0,,False,20,,False,0,False,0
home,22843042,1317.8,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,32,2,fully-furnished,False,30,,False,1,False,6
room,21648,282.79,Koshi,Jhapa,Birtamode Municipality,3,0,unfurnished,False,10,1bhk,False,4,False,20
home,24056547,1700.69,Koshi,Morang,Biratnagar Metropolitan City,15,4,semi-furnished,True,30,,False,3,False,6
land,10564315,3377.56,Gandaki,Kaski,Pokhara Metropolitan City,1,0,,False,13,,False,0,False,0
office,36740,1175.56,Gandaki,Kaski,Pokhara Metropolitan City,2,0,semi-furnished,True,13,,False,5,True,2
land,18612458,4408.13,Bagmati,Chitwan,Bharatpur Metropolitan City,11,0,,False,0,,False,0,False,0
room,8479,515.64,Bagmati,Kathmandu,Kathmandu Metropolitan City,29,1,semi-furnished,True,0,single,False,5,False,26
land,27912918,1386.11,Bagmati,Chitwan,Bharatpur Metropolitan City,14,0,,False,30,,False,0,False,0
land,44347491,3371.95,Gandaki,Kaski,Pokhara Metropolitan City,4,0,,False,13,,False,0,False,0
home,41506291,3952.74,Bagmati,Lalitpur,Lalitpur Metropolitan City,10,4,fully-furnished,False,10,,False,4,False,16
home,10243122,1545.32,Koshi,Jhapa,Birtamode Municipality,12,4,semi-furnished,True,10,,False,3,False,0
home,12239858,2560.71,Bagmati,Chitwan,Bharatpur Metropolitan City,12,5,unfurnished,True,0,,False,2,False,19
office,48195,3531.45,Koshi,Jhapa,Birtamode Municipality,7,0,fully-furnished,False,0,,False,3,False,28
land,5133896,4049.85,Bagmati,Bhaktapur,Bhaktapur Municipality,10,0,,False,20,,False,0,False,0
home,32790087,4551.7,Koshi,Morang,Biratnagar Metropolitan City,26,2,fully-furnished,False,10,,False,4,False,34
land,43595171,2698.84,Bagmati,Kathmandu,Kathmandu Metropolitan City,22,0,,False,13,,False,0,False,0
land,12164486,2828.21,Bagmati,Kathmandu,Kathmandu Metropolitan City,7,0,,False,13,,False,0,False,0
land,33969340,1629.61,Bagmati,Kathmandu,Kathmandu Metropolitan City,30,0,,False,0,,False,0,False,0
land,9276302,1438.16,Gandaki,Kaski,Pokhara Metropolitan City,29,0,,False,0,,False,0,False,0
office,81946,3793.25,Gandaki,Kaski,Pokhara Metropolitan City,3,0,fully-furnished,False,16,,False,3,True,7
room,26306,883.12,Bagmati,Kathmandu,Kathmandu Metropolitan City,21,2,fully-furnished,False,0,1bhk,True,5,False,25
office,60159,2437.5,Bagmati,Lalitpur,Lalitpur Metropolitan City,1,0,fully-furnished,False,0,,False,3,True,19
home,11230586,2314.29,Bagmati,Chitwan,Bharatpur Metropolitan City,12,4,fully-furnished,True,13,,False,2,False,13
land,47581690,4803.7,Bagmati,Chitwan,Bharatpur Metropolitan City,10,0,,False,25,,False,0,False,0
room,37234,767.72,Bagmati,Kathmandu,Kathmandu Metropolitan City,20,2,fully-furnished,False,20,single,True,2,False,13
room,16555,302.18,Koshi,Morang,Biratnagar Metropolitan City,7,2,semi-furnished,True,16,1bhk,False,5,False,0
room,31533,844.45,Bagmati,Bhaktapur,Bhaktapur Municipality,23,1,fully-furnished,False,0,double,True,1,False,18
room,36171,253.66,Bagmati,Lalitpur,Lalitpur Metropolitan City,6,2,unfurnished,False,20,1bhk,False,3,False,15
office,80766,896.44,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,27,0,semi-furnished,True,0,,False,5,False,29
land,47113957,2584.78,Bagmati,Chitwan,Bharatpur Metropolitan City,15,0,,False,20,,False,0,False,0
land,44588116,2809.99,Bagmati,Lalitpur,Lalitpur Metropolitan City,3,0,,False,30,,False,0,False,0
land,6379059,1993.33,Bagmati,Bhaktapur,Bhaktapur Municipality,28,0,,False,16,,False,0,False,0
home,46965000,3353.3,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,26,2,fully-furnished,False,10,,False,3,False,34
office,144594,2410.52,Bagmati,Chitwan,Bharatpur Metropolitan City,18,0,fully-furnished,True,0,,False,4,False,20
office,132156,995.76,Bagmati,Chitwan,Bharatpur Metropolitan City,12,0,fully-furnished,True,0,,False,3,True,31
land,3099998,4581.45,Bagmati,Bhaktapur,Bhaktapur Municipality,23,0,,False,10,,False,0,False,0
land,39812147,788.67,Gandaki,Kaski,Pokhara Metropolitan City,4,0,,False,20,,False,0,False,0
home,32065415,3923.86,Koshi,Jhapa,Birtamode Municipality,19,4,fully-furnished,True,20,,False,1,False,0
land,30259203,1784.13,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,8,0,,False,30,,False,0,False,0
land,45129307,2353.28,Bagmati,Kathmandu,Kathmandu Metropolitan City,6,0,,False,10,,False,0,False,0
home,35651727,1646.47,Gandaki,Kaski,Pokhara Metropolitan City,32,5,unfurnished,False,25,,False,1,False,24
room,13387,588.99,Bagmati,Kathmandu,Kathmandu Metropolitan City,20,2,semi-furnished,False,16,double,True,1,False,0
room,15781,324.14,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,15,0,unfurnished,True,16,single,True,5,False,28
room,44391,695.94,Bagmati,Lalitpur,Lalitpur Metropolitan City,6,1,unfurnished,False,13,1bhk,True,5,False,30
home,22433153,1594.27,Bagmati,Chitwan,Bharatpur Metropolitan City,2,1,fully-furnished,False,10,,False,3,False,15
office,62159,440.87,Bagmati,Chitwan,Bharatpur Metropolitan City,27,0,semi-furnished,False,13,,False,5,False,27
home,41945875,1201.06,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,4,2,semi-furnished,True,30,,False,2,False,34
home,39449592,3541.0,Bagmati,Lalitpur,Lalitpur Metropolitan City,9,4,unfurnished,False,0,,False,2,False,25
land,7699485,2853.43,Bagmati,Bhaktapur,Bhaktapur Municipality,23,0,,False,16,,False,0,False,0
room,31495,520.81,Bagmati,Chitwan,Bharatpur Metropolitan City,9,1,semi-furnished,False,10,double,False,4,False,0
room,14206,243.52,Bagmati,Kathmandu,Kathmandu Metropolitan City,6,1,unfurnished,False,0,1bhk,True,4,False,30
home,6201176,2253.0,Bagmati,Lalitpur,Lalitpur Metropolitan City,21,3,unfurnished,False,0,,False,1,False,3
home,33619953,1032.6,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,15,4,fully-furnished,True,0,,False,2,False,35
home,11021750,1164.0,Gandaki,Kaski,Pokhara Metropolitan City,30,2,fully-furnished,True,20,,False,4,False,4
land,20749754,826.27,Koshi,Morang,Biratnagar Metropolitan City,9,0,,False,20,,False,0,False,0
land,32207535,3862.34,Koshi,Morang,Biratnagar Metropolitan City,32,0,,False,30,,False,0,False,0
home,8087242,2110.64,Koshi,Morang,Biratnagar Metropolitan City,17,3,unfurnished,True,10,,False,4,False,26
room,9648,842.7,Gandaki,Kaski,Pokhara Metropolitan City,25,0,unfurnished,True,13,double,True,3,False,15
room,25004,860.81,Gandaki,Kaski,Pokhara Metropolitan City,32,1,semi-furnished,False,0,studio,False,5,False,5
room,16271,774.51,Bagmati,Bhaktapur,Bhaktapur Municipality,7,2,unfurnished,True,16,studio,True,5,False,12
office,122651,4679.85,Koshi,Jhapa,Birtamode Municipality,23,0,semi-furnished,True,30,,False,3,False,4
office,130665,2699.99,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,29,0,semi-furnished,False,16,,False,8,True,10
home,32701260,863.19,Bagmati,Kathmandu,Kathmandu Metropolitan City,24,1,unfurnished,False,20,,False,4,False,19
home,23245237,2115.47,Bagmati,Bhaktapur,Bhaktapur Municipality,16,2,semi-furnished,True,13,,False,4,False,24
home,27567262,1433.43,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,8,4,semi-furnished,False,10,,False,3,False,16
land,21549713,3537.68,Bagmati,Bhaktapur,Bhaktapur Municipality,26,0,,False,30,,False,0,False,0
land,44101435,1134.62,Bagmati,Chitwan,Bharatpur Metropolitan City,8,0,,False,16,,False,0,False,0
land,3169211,2693.48,Gandaki,Kaski,Pokhara Metropolitan City,10,0,,False,30,,False,0,False,0
home,44376753,1746.46,Koshi,Jhapa,Birtamode Municipality,20,3,unfurnished,True,25,,False,1,False,33
room,34552,583.16,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,27,2,semi-furnished,True,13,single,True,1,False,5
home,49057742,2106.21,Bagmati,Lalitpur,Lalitpur Metropolitan City,24,3,fully-furnished,True,10,,False,1,False,7
land,38426271,3328.59,Koshi,Jhapa,Birtamode Municipality,20,0,,False,16,,False,0,False,0
home,48074497,1397.57,Bagmati,Kathmandu,Kathmandu Metropolitan City,32,5,semi-furnished,True,0,,False,2,False,10
home,41960796,3297.63,Bagmati,Kathmandu,Kathmandu Metropolitan City,7,5,unfurnished,True,0,,False,1,False,17
land,34866232,1980.6,Bagmati,Kathmandu,Kathmandu Metropolitan City,14,0,,False,30,,False,0,False,0
home,38311631,3950.89,Bagmati,Lalitpur,Lalitpur Metropolitan City,7,1,unfurnished,False,30,,False,4,False,2
office,143195,3874.63,Bagmati,Lalitpur,Lalitpur Metropolitan City,10,0,semi-furnished,True,25,,False,5,True,37
office,140751,4376.48,Bagmati,Chitwan,Bharatpur Metropolitan City,22,0,fully-furnished,True,0,,False,4,False,21
room,9483,735.55,Gandaki,Kaski,Pokhara Metropolitan City,11,2,fully-furnished,False,20,2bhk,True,4,False,4
land,30883851,2712.18,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,15,0,,False,0,,False,0,False,0
land,34539934,4050.55,Koshi,Jhapa,Birtamode Municipality,8,0,,False,30,,False,0,False,0
home,44465289,3642.75,Bagmati,Bhaktapur,Bhaktapur Municipality,13,4,semi-furnished,False,16,,False,1,False,34
office,25284,4236.26,Gandaki,Kaski,Pokhara Metropolitan City,22,0,semi-furnished,False,20,,False,2,True,11
land,34240658,4072.83,Bagmati,Chitwan,Bharatpur Metropolitan City,24,0,,False,30,,False,0,False,0
land,20239808,1429.78,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,1,0,,False,25,,False,0,False,0
home,31525541,1695.81,Bagmati,Chitwan,Bharatpur Metropolitan City,9,2,fully-furnished,True,16,,False,1,False,24
room,38943,333.62,Koshi,Jhapa,Birtamode Municipality,30,0,semi-furnished,False,13,single,False,5,False,22
home,14531979,3727.32,Bagmati,Lalitpur,Lalitpur Metropolitan City,24,1,semi-furnished,True,25,,False,1,False,26
home,37235254,1105.34,Bagmati,Chitwan,Bharatpur Metropolitan City,25,1,fully-furnished,True,13,,False,1,False,33
home,12550165,4363.85,Bagmati,Chitwan,Bharatpur Metropolitan City,19,5,unfurnished,True,20,,False,2,False,18
room,8669,298.35,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,5,1,fully-furnished,False,20,single,True,3,False,27
land,7782731,1134.02,Gandaki,Kaski,Pokhara Metropolitan City,10,0,,False,16,,False,0,False,0
room,34494,728.46,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,25,1,fully-furnished,False,10,shared,True,1,False,0
land,21531259,4486.0,Koshi,Morang,Biratnagar Metropolitan City,8,0,,False,16,,False,0,False,0
room,46352,541.53,Koshi,Jhapa,Birtamode Municipality,10,2,fully-furnished,False,16,double,False,3,False,23
home,38063147,4604.5,Bagmati,Lalitpur,Lalitpur Metropolitan City,5,3,fully-furnished,True,10,,False,3,False,36
land,13386068,2257.81,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,22,0,,False,16,,False,0,False,0
office,70246,1367.29,Bagmati,Kathmandu,Kathmandu Metropolitan City,11,0,fully-furnished,True,13,,False,5,False,23
office,24807,2502.25,Bagmati,Chitwan,Bharatpur Metropolitan City,30,0,semi-furnished,True,16,,False,2,True,29
land,28788196,1226.76,Gandaki,Kaski,Pokhara Metropolitan City,30,0,,False,30,,False,0,False,0
office,114720,2561.43,Bagmati,Chitwan,Bharatpur Metropolitan City,15,0,fully-furnished,True,0,,False,8,False,19
land,22898237,4521.27,Gandaki,Kaski,Pokhara Metropolitan City,12,0,,False,30,,False,0,False,0
room,19866,735.11,Bagmati,Lalitpur,Lalitpur Metropolitan City,21,2,fully-furnished,True,20,double,False,3,False,24
office,44371,4499.46,Koshi,Jhapa,Birtamode Municipality,10,0,unfurnished,False,0,,False,8,False,27
home,30316614,2670.34,Bagmati,Chitwan,Bharatpur Metropolitan City,1,2,fully-furnished,False,0,,False,2,False,21
office,38135,2262.57,Gandaki,Kaski,Pokhara Metropolitan City,31,0,semi-furnished,True,10,,False,7,False,38
office,87765,4047.46,Bagmati,Kathmandu,Kathmandu Metropolitan City,2,0,unfurnished,False,20,,False,4,True,3
room,30731,333.74,Koshi,Morang,Biratnagar Metropolitan City,16,0,unfurnished,True,16,double,False,1,False,30
office,121778,4772.26,Koshi,Morang,Biratnagar Metropolitan City,28,0,fully-furnished,False,10,,False,6,False,28
office,64433,2649.11,Bagmati,Kathmandu,Kathmandu Metropolitan City,30,0,semi-furnished,False,10,,False,7,True,37
home,17141850,1418.08,Bagmati,Kathmandu,Kathmandu Metropolitan City,17,4,fully-furnished,False,25,,False,2,False,29
home,16773659,3765.9,Gandaki,Kaski,Pokhara Metropolitan City,4,2,semi-furnished,True,0,,False,1,False,29
office,146971,3151.71,Koshi,Morang,Biratnagar Metropolitan City,28,0,semi-furnished,True,16,,False,3,True,18
room,44207,360.06,Bagmati,Bhaktapur,Bhaktapur Municipality,8,2,unfurnished,True,0,shared,True,1,False,26
land,15023975,3213.41,Koshi,Jhapa,Birtamode Municipality,14,0,,False,10,,False,0,False,0
home,43160710,4978.59,Bagmati,Kathmandu,Kathmandu Metropolitan City,27,5,fully-furnished,True,13,,False,2,False,25
office,91613,584.59,Bagmati,Chitwan,Bharatpur Metropolitan City,5,0,fully-furnished,True,16,,False,8,True,13
office,122043,2394.55,Bagmati,Lalitpur,Lalitpur Metropolitan City,13,0,fully-furnished,False,25,,False,1,True,18
home,35792097,2535.73,Gandaki,Kaski,Pokhara Metropolitan City,12,2,semi-furnished,False,16,,False,2,False,7
home,34073656,4086.58,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,18,2,unfurnished,True,20,,False,2,False,36
office,40483,1522.51,Bagmati,Kathmandu,Kathmandu Metropolitan City,21,0,semi-furnished,False,0,,False,4,True,8
home,10838916,1556.77,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,32,2,unfurnished,True,30,,False,4,False,14
land,40796533,4892.24,Koshi,Morang,Biratnagar Metropolitan City,20,0,,False,30,,False,0,False,0
land,31171046,4270.91,Koshi,Jhapa,Birtamode Municipality,9,0,,False,16,,False,0,False,0
room,18892,508.26,Koshi,Jhapa,Birtamode Municipality,11,1,semi-furnished,True,20,studio,False,5,False,23
land,36934636,3807.98,Koshi,Morang,Biratnagar Metropolitan City,29,0,,False,30,,False,0,False,0
office,74879,4135.5,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,20,0,unfurnished,False,13,,False,7,True,10
land,14526440,3129.69,Bagmati,Kathmandu,Kathmandu Metropolitan City,7,0,,False,20,,False,0,False,0
home,29924476,4040.92,Bagmati,Kathmandu,Kathmandu Metropolitan City,12,3,fully-furnished,True,13,,False,3,False,34
home,28387164,4574.76,Bagmati,Kathmandu,Kathmandu Metropolitan City,12,2,fully-furnished,True,10,,False,1,False,10
room,32526,136.66,Gandaki,Kaski,Pokhara Metropolitan City,5,1,semi-furnished,True,0,1bhk,True,3,False,9
land,41983221,4377.86,Koshi,Morang,Biratnagar Metropolitan City,15,0,,False,20,,False,0,False,0
room,24095,661.4,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,14,1,fully-furnished,False,10,studio,True,5,False,13
land,39129118,2191.32,Bagmati,Bhaktapur,Bhaktapur Municipality,2,0,,False,25,,False,0,False,0
land,21083542,4276.11,Gandaki,Kaski,Pokhara Metropolitan City,9,0,,False,30,,False,0,False,0
land,6860921,4482.73,Bagmati,Chitwan,Bharatpur Metropolitan City,11,0,,False,16,,False,0,False,0
office,100180,4566.07,Koshi,Morang,Biratnagar Metropolitan City,21,0,unfurnished,True,0,,False,2,True,15
office,80265,653.69,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,13,0,semi-furnished,False,13,,False,3,True,0
home,43007589,3491.85,Koshi,Jhapa,Birtamode Municipality,18,2,semi-furnished,False,20,,False,1,False,37
home,20373299,2674.62,Bagmati,Bhaktapur,Bhaktapur Municipality,26,1,semi-furnished,False,10,,False,4,False,8
room,41337,386.65,Koshi,Jhapa,Birtamode Municipality,31,2,semi-furnished,False,0,double,True,5,False,13
office,94852,424.31,Bagmati,Lalitpur,Lalitpur Metropolitan City,15,0,unfurnished,True,25,,False,5,False,8
land,10106474,1414.73,Bagmati,Chitwan,Bharatpur Metropolitan City,13,0,,False,0,,False,0,False,0
home,26326865,2289.43,Koshi,Morang,Biratnagar Metropolitan City,22,1,semi-furnished,True,25,,False,2,False,6
room,11235,699.57,Bagmati,Lalitpur,Lalitpur Metropolitan City,16,2,semi-furnished,False,10,shared,False,5,False,4
room,14122,237.99,Koshi,Morang,Biratnagar Metropolitan City,9,1,unfurnished,False,13,2bhk,True,5,False,5
room,36273,543.37,Bagmati,Kathmandu,Kathmandu Metropolitan City,31,2,unfurnished,False,20,double,True,2,False,24
office,134374,747.79,Bagmati,Bhaktapur,Bhaktapur Municipality,23,0,unfurnished,True,10,,False,6,False,34
office,88126,569.45,Bagmati,Chitwan,Bharatpur Metropolitan City,18,0,semi-furnished,False,25,,False,4,True,20
office,42531,2201.29,Koshi,Jhapa,Birtamode Municipality,9,0,fully-furnished,False,16,,False,8,True,37
room,49788,931.58,Bagmati,Bhaktapur,Bhaktapur Municipality,20,1,unfurnished,False,0,1bhk,False,2,False,17
home,5578669,4452.22,Bagmati,Bhaktapur,Bhaktapur Municipality,12,1,unfurnished,True,13,,False,4,False,10
office,44733,2896.61,Bagmati,Chitwan,Bharatpur Metropolitan City,12,0,unfurnished,False,10,,False,1,True,10
home,43234040,1166.2,Bagmati,Bhaktapur,Bhaktapur Municipality,18,5,fully-furnished,True,30,,False,1,False,38
office,78115,4207.93,Koshi,Jhapa,Birtamode Municipality,11,0,fully-furnished,True,16,,False,7,True,16
land,15422625,2550.33,Koshi,Morang,Biratnagar Metropolitan City,24,0,,False,0,,False,0,False,0
room,23178,116.89,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,3,0,fully-furnished,True,20,double,True,3,False,24
home,36117062,1473.35,Gandaki,Kaski,Pokhara Metropolitan City,9,1,fully-furnished,True,16,,False,1,False,2
land,47229830,2684.04,Koshi,Jhapa,Birtamode Municipality,10,0,,False,0,,False,0,False,0
office,141040,2181.1,Koshi,Morang,Biratnagar Metropolitan City,18,0,unfurnished,False,30,,False,1,False,27
office,88907,1326.43,Bagmati,Bhaktapur,Bhaktapur Municipality,19,0,unfurnished,False,0,,False,1,False,14
home,11048637,1939.78,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,13,4,semi-furnished,True,30,,False,2,False,7
home,48145236,1281.6,Gandaki,Kaski,Pokhara Metropolitan City,27,5,semi-furnished,False,25,,False,1,False,27
home,31111348,3804.75,Bagmati,Chitwan,Bharatpur Metropolitan City,13,3,semi-furnished,False,0,,False,2,False,29
office,70903,3394.91,Bagmati,Bhaktapur,Bhaktapur Municipality,31,0,unfurnished,False,16,,False,7,True,27
room,10949,262.05,Gandaki,Kaski,Pokhara Metropolitan City,19,1,semi-furnished,True,16,shared,False,1,False,16
office,129562,4990.63,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,2,0,semi-furnished,True,10,,False,5,True,2
room,25472,500.77,Bagmati,Bhaktapur,Bhaktapur Municipality,15,1,fully-furnished,False,10,double,False,3,False,13
home,35107402,3204.92,Koshi,Morang,Biratnagar Metropolitan City,25,5,fully-furnished,True,13,,False,3,False,34
home,14181531,4336.68,Koshi,Morang,Biratnagar Metropolitan City,25,4,unfurnished,True,13,,False,4,False,11
office,21584,597.13,Gandaki,Kaski,Pokhara Metropolitan City,18,0,fully-furnished,False,10,,False,6,False,30
home,23691639,2441.42,Bagmati,Chitwan,Bharatpur Metropolitan City,6,2,semi-furnished,True,30,,False,1,False,37
office,76012,1530.7,Gandaki,Kaski,Pokhara Metropolitan City,5,0,fully-furnished,False,16,,False,7,True,18
office,79904,1596.29,Gandaki,Kaski,Pokhara Metropolitan City,17,0,fully-furnished,False,25,,False,7,True,34
room,35138,330.77,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,27,2,fully-furnished,False,10,studio,True,3,False,21
land,43864517,4210.85,Bagmati,Chitwan,Bharatpur Metropolitan City,24,0,,False,20,,False,0,False,0
land,49692868,2647.09,Bagmati,Kathmandu,Kathmandu Metropolitan City,10,0,,False,10,,False,0,False,0
land,49808721,2138.44,Bagmati,Lalitpur,Lalitpur Metropolitan City,20,0,,False,16,,False,0,False,0
office,50957,1663.26,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,2,0,semi-furnished,False,30,,False,7,True,21
home,33508233,2665.67,Bagmati,Kathmandu,Kathmandu Metropolitan City,16,5,unfurnished,True,10,,False,1,False,25
office,73025,404.59,Lumbini,Rupandehi,Butwal Sub-Metropolitan City,14,0,semi-furnished,True,20,,False,3,True,11
office,104197,4582.76,Koshi,Jhapa,Birtamode Municipality,31,0,semi-furnished,True,20,,False,1,False,32
office,119605,1324.74,Sudurpashchim,Kailali,Dhangadhi Sub-Metropolitan City,22,0,semi-furnished,True,16,,False,8,True,36
home,16352132,3654.9,Koshi,Jhapa,Birtamode Municipality,20,5,unfurnished,False,16,,False,1,False,20
land,12328059,3155.31,Koshi,Morang,Biratnagar Metropolitan City,20,0,,False,30,,False,0,False,0
office,132256,1533.1,Bagmati,Lalitpur,Lalitpur Metropolitan City,4,0,unfurnished,False,30,,False,2,False,28
office,129961,1267.88,Bagmati,Kathmandu,Kathmandu Metropolitan City,26,0,fully-furnished,True,16,,False,3,True,30
home,43027261,3626.2,Gandaki,Kaski,Pokhara Metropolitan City,6,5,fully-furnished,False,0,,False,2,False,26
home,35705066,2747.33,Koshi,Morang,Biratnagar Metropolitan City,15,1,unfurnished,False,30,,False,3,False,39
home,15585421,3266.71,Bagmati,Chitwan,Bharatpur Metropolitan City,26,1,fully-furnished,True,0,,False,2,False,20
land,40955484,1913.79,Bagmati,Chitwan,Bharatpur Metropolitan City,8,0,,False,20,,False,0,False,0
office,98487,4971.25,Koshi,Jhapa,Birtamode Municipality,2,0,fully-furnished,True,20,,False,6,False,12
room,42766,996.61,Bagmati,Kathmandu,Kathmandu Metropolitan City,17,1,semi-furnished,True,20,1bhk,False,2,False,25
home,41156725,2756.82,Bagmati,Kathmandu,Kathmandu Metropolitan City,5,1,semi-furnished,False,20,,False,1,False,24
room,30527,710.02,Koshi,Jhapa,Birtamode Municipality,15,0,fully-furnished,False,13,1bhk,True,5,False,2
land,6112599,4739.77,Koshi,Morang,Biratnagar Metropolitan City,13,0,,False,0,,False,0,False,0
